Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,P,AB,G,AVG,wOBA,xWOBA,2B,HR,K%,BB%,ExitVel,Air EV,90thExitVel,MinMxExitVel,LaunchAng,LA10-30%,EV95+LA10-30%,Swing%,InZoneSwing%,Z-Contact%,Chase%,SwStrk%,Miss vs 93+ FB,xSLG vs 93+ FB,Miss vs 83+Spin,xSLG vs 83+ Spin,O-Contact%,HardHit%,Contact%
1,1158561792,N. Iverson,Nick Iverson,Iverson,Nick,IF,UC Davis,UCD,730153984,UC Davis,BBC,R,R,379,82,0,0.28,0.367,0.277,6,1,29.70%,11.90%,79.4,79.5,90.7,91.5,24.2,50.00%,0.00%,45.10%,66.70%,77.80%,25.00%,11.90%,0.00%,-,-,-,71.40%,0%,73.70%
1,1263498752,M. Wolbert,Mark Wolbert,Wolbert,Mark,CF,UC Davis,UCD,730153984,UC Davis,BBC,L,L,668,151,0,0.351,0.401,0.176,10,2,28.30%,12.10%,83,82.1,94.2,101.3,11.5,26.70%,0.00%,39.50%,67.60%,87.00%,33.70%,9.30%,25.00%,0.067,-,-,56.70%,7%,76.50%
1,1263499009,N. Leehey,Nick Leehey,Leehey,Nick,2B,UC Davis,UCD,730153984,UC Davis,BBC,R,R,630,157,0,0.261,0.33,0.238,10,5,24.20%,9.00%,82.1,78.1,99.3,101.4,8.5,41.20%,29.40%,43.50%,62.20%,78.60%,29.50%,10.80%,25.00%,0.293,0.00%,-,61.50%,35%,75.20%
1,1113284096,C. McGuire,Connor McGuire,McGuire,Connor,IF,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,402,99,0,0.162,0.235,0.237,5,2,23.00%,6.20%,87.2,90.3,101.9,105.1,17.7,42.30%,26.90%,47.00%,74.10%,95.30%,38.20%,9.50%,20.00%,0.051,25.00%,0.295,50.00%,38%,79.90%
1,1126699008,M. Carpentier,Michael Carpentier,Carpentier,Michael,C,California Baptist University,CBU,5091,California Baptist,BBC,L,R,727,157,0,0.363,0.416,0.312,9,4,21.90%,13.10%,83.2,82.9,98.5,100.6,9.8,35.40%,17.70%,47.50%,71.00%,85.20%,30.70%,11.40%,100.00%,-,33.30%,0.271,64.60%,25%,75.90%
1,1188694272,G. Antillon,Gunner Antillon,Antillon,Gunner,SS,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,563,126,0,0.373,0.447,0.284,11,2,14.60%,15.20%,89.5,64.5,97.7,94.6,5.2,12.50%,0.00%,46.40%,76.00%,89.50%,32.40%,9.20%,-,-,33.30%,-,50.00%,25%,80.10%
1,1213515520,M. Simon,Mitchel Simon,Simon,Mitchel,IF,California Baptist University,CBU,5091,California Baptist,BBC,R,R,849,202,0,0.302,0.394,0.3,10,15,22.10%,6.20%,88.8,88,103.6,107,25.1,31.60%,25.30%,53.20%,76.50%,79.10%,36.50%,14.10%,0.00%,0.503,27.30%,0.401,58.80%,43%,73.50%
1,1310879232,J. Paino,Josh Paino,Paino,Josh,3B,California Baptist University,CBU,5091,California Baptist,BBC,R,R,411,85,0,0.247,0.338,0.29,5,1,26.50%,16.80%,73.1,80.4,99.9,105.2,9.3,31.70%,9.80%,40.40%,63.70%,86.20%,23.10%,10.00%,-,-,0.00%,0.248,64.90%,22%,75.30%
1,1145506560,A. Torres,Adrian Torres,Torres,Adrian,OF,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,R,247,70,0,0.257,0.334,0.214,2,1,15.70%,9.60%,80.2,93,96.6,99.4,8,37.50%,25.00%,47.00%,64.70%,81.80%,12.50%,7.30%,100.00%,0,0.00%,-,33.30%,38%,84.50%
1,1268020992,C. Valdez,CJ Valdez,Valdez,CJ,IF,Purdue University,PUR,730353152,Purdue,BBC,R,R,695,176,0,0.324,0.397,0.278,14,4,23.90%,13.10%,85.1,87.3,101.1,105.6,18.3,35.90%,16.70%,40.70%,64.50%,81.20%,22.20%,10.50%,22.20%,0.183,62.50%,0.196,45.30%,27%,74.20%
1,1174603008,G. Heiser,Grant Heiser,Heiser,Grant,C,Seattle University,SEA,4504,Seattle,BBC,R,R,653,156,0,0.263,0.331,0.225,8,5,24.40%,7.80%,81.8,86.1,101.9,105.6,6.8,50.00%,23.50%,41.70%,70.30%,89.10%,34.60%,10.10%,33.30%,0,100.00%,0,43.20%,32%,75.70%
1,1271908352,T. Antonson,Trevor Antonson,Antonson,Trevor,IF,Seattle University,SEA,4504,Seattle,BBC,R,R,386,99,0,0.283,0.369,0.262,4,6,23.40%,9.90%,84.9,95.7,100.5,100.8,4,31.60%,21.10%,47.70%,79.20%,83.30%,27.10%,10.40%,22.20%,0.12,50.00%,0,63.20%,32%,78.30%
1,1298532864,D. Gellos,Derek Gellos,Gellos,Derek,u,Seattle University,SEA,4504,Seattle,BBC,R,L,722,192,0,0.333,0.353,0.311,5,2,16.70%,7.20%,82.1,81.3,95.7,100.5,7.8,42.60%,10.60%,45.60%,72.50%,91.90%,29.70%,6.40%,0.00%,0.077,33.30%,0.03,81.80%,13%,86.00%
1,1090158336,A. Joe,Aerik Joe,Joe,Aerik,IF,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,942,226,0,0.27,0.317,0.303,10,1,21.10%,9.00%,79.5,76.5,96.4,101.7,3.4,21.90%,4.20%,41.40%,61.30%,90.40%,19.10%,8.50%,55.60%,0.131,40.00%,0.117,70.40%,14%,79.50%
1,1148123905,M. Santos,Miguel Santos,Santos,Miguel,IF,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,921,237,0,0.274,0.355,0.273,11,10,15.70%,7.80%,85.5,85.9,101.1,105.6,13.5,23.00%,14.40%,48.30%,66.00%,86.40%,29.70%,10.30%,6.70%,0.156,47.60%,0.284,61.30%,34%,78.70%
1,1155640576,L. Heefner,Luke Heefner,Heefner,Luke,SS,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,L,R,848,197,0,0.294,0.363,0.297,11,7,24.90%,10.00%,86.5,85,101,107.1,8.9,30.90%,11.80%,44.00%,64.70%,87.20%,27.80%,12.40%,10.00%,0.117,50.00%,0.191,51.00%,31%,71.80%
1,1155640832,N. Humphreys,Nathan Humphreys,Humphreys,Nathan,CF,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,L,R,758,156,0,0.212,0.29,0.269,4,2,22.80%,13.20%,83.3,83.7,101.5,105.6,5,18.30%,4.90%,39.10%,60.90%,86.90%,23.80%,8.30%,30.80%,0.148,33.30%,0,65.90%,28%,78.70%
1,1297506048,C. Spencer,Chase Spencer,Spencer,Chase,CF,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,303,76,6,0.276,0.372,0.403,4,3,26.70%,10.50%,89.7,92.7,97.4,99.1,20.2,31.80%,18.20%,42.90%,65.30%,85.10%,20.30%,12.90%,0.00%,0.275,-,-,53.30%,32%,70.00%
1,1310273536,J. Thomason,Jay Thomason,Thomason,Jay,IF,Air Force Academy,AFA,730205440,Air Force,BBC,L,R,948,244,0,0.348,0.438,0.421,14,16,16.30%,8.70%,88.1,87.2,105.1,111.1,14.2,27.70%,17.80%,49.80%,75.50%,88.50%,32.90%,12.40%,25.00%,0.545,20.00%,0.136,65.70%,38%,75.00%
1,1330202880,J. Greiving,Jake Greiving,Greiving,Jake,OF,Air Force Academy,AFA,730205440,Air Force,BBC,L,R,768,205,0,0.312,0.405,0.355,15,11,19.10%,5.10%,85.2,85,103.2,105.8,12.4,33.00%,19.60%,51.40%,81.40%,88.50%,34.30%,12.10%,50.00%,0.264,33.30%,0.498,66.00%,38%,76.50%
1,1330203648,S. Kulasingam,Sam Kulasingam,Kulasingam,Sam,IF,Air Force Academy,AFA,730205440,Air Force,BBC,S,R,1042,265,0,0.411,0.494,0.367,26,12,10.60%,10.30%,87.4,88.9,102.4,109.7,6.7,31.30%,19.10%,44.30%,65.60%,91.30%,26.20%,8.10%,25.00%,0.17,80.00%,0.141,70.90%,38%,81.80%
1,1193042176,K. Smith,Kyle Smith,Smith,Kyle,C,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,226,63,0,0.286,0.379,0.387,3,3,15.90%,8.70%,87.6,88.5,102.2,105.3,16.6,28.60%,14.30%,46.50%,66.70%,92.90%,29.50%,10.60%,0.00%,0.063,0.00%,-,84.60%,43%,77.10%
1,1239018496,R. Spenrath,Reed Spenrath,Spenrath,Reed,1B,Texas Christian University,TCU,5045,TCU,BBC,L,R,455,91,0,0.209,0.309,0.276,3,4,37.40%,13.10%,90.9,94.4,104.9,109.7,10.6,43.50%,26.10%,42.00%,70.10%,72.60%,23.10%,14.90%,36.40%,0.174,42.90%,0,47.40%,43%,64.40%
1,1088061440,R. Hamchuk,Robert Hamchuk,Hamchuk,Robert,LF,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,869,249,0,0.378,0.439,0.281,17,10,17.00%,7.90%,88.1,90,102.6,108.8,15.5,32.40%,16.20%,46.10%,69.50%,79.50%,32.80%,8.50%,20.00%,0.68,80.00%,0.197,62.50%,41%,81.50%
1,1118857472,J. Forbes,Jackson Forbes,Forbes,Jackson,2B,San Jose State University,SJSU,730206720,San Jose State,BBC,L,R,171,40,0,0.25,0.354,0.432,4,0,26.40%,13.20%,83.2,83.2,101.2,101.2,4.1,40.00%,0.00%,39.20%,78.60%,63.60%,13.60%,11.70%,-,-,-,-,33.30%,20%,70.10%
1,1118857984,T. Hardy,Theo Hardy,Hardy,Theo,TWP,San Jose State University,SJSU,730206720,San Jose State,BBC,S,R,441,111,0,0.27,0.36,0.317,5,1,19.40%,11.20%,76.6,83.7,94.7,95.7,10.9,25.00%,5.00%,38.80%,59.60%,90.30%,25.00%,7.70%,0.00%,0.743,-,-,61.50%,10%,80.10%
1,1156909312,N. Cadena,Nathan Cadena,Cadena,Nathan,1B,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,239,93,0,0.247,0.303,0.22,7,1,10.50%,4.80%,76,85.1,98.5,102.8,6.1,23.50%,5.90%,54.00%,84.60%,86.40%,35.30%,6.70%,-,-,50.00%,0.023,75.00%,18%,87.60%
1,1182131712,D. Bowling,Dalton Bowling,Bowling,Dalton,1B,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,652,189,0,0.302,0.39,0.288,11,9,28.00%,8.30%,91.4,92.5,102.4,107,13.3,33.30%,22.20%,46.90%,74.50%,64.30%,25.60%,12.90%,50.00%,0.021,40.00%,0.032,52.20%,44%,72.50%
1,1272021504,H. Dorraugh,Hunter Dorraugh,Dorraugh,Hunter,u,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,780,192,0,0.271,0.414,0.337,9,15,23.60%,15.70%,86.1,97.1,106.2,110.5,22.5,28.60%,7.10%,37.80%,63.00%,79.30%,27.30%,9.60%,50.00%,1.034,0.00%,0.669,42.90%,50%,74.60%
1,1117158913,T. Hopfe,Tommy Hopfe,Hopfe,Tommy,P,Fresno State,FRES,730384384,Fresno State,BBC,S,R,476,125,23,0.28,0.351,0.209,8,3,22.40%,7.00%,85.3,80.3,97.8,98.3,5.2,14.30%,0.00%,56.70%,70.30%,73.10%,26.20%,23.70%,75.00%,-,100.00%,0,43.80%,14%,58.10%
1,1136001024,R. Peppi,Rocco Peppi,Peppi,Rocco,1B,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,772,212,0,0.321,0.379,0.289,11,5,15.10%,5.30%,79.7,81,99.5,106.2,11.2,28.20%,10.30%,51.70%,69.20%,88.20%,40.30%,11.70%,19.00%,0.136,36.80%,0.217,65.20%,21%,77.40%
1,1155638016,E. Saldivar,Eddie Saldivar,Saldivar,Eddie,2B,Long Beach State University,LBSU,730224128,Long Beach State,BBC,L,R,717,188,0,0.287,0.331,0.266,9,1,18.10%,7.40%,79,84.9,96.4,101.2,0.3,28.70%,9.30%,54.40%,75.80%,84.00%,42.00%,11.00%,37.00%,0.088,37.50%,0.034,68.80%,17%,79.70%
1,1237035776,B. Blandford,Bobby Blandford,Blandford,Bobby,RF,Fresno State,FRES,730384384,Fresno State,BBC,L,L,251,71,0,0.239,0.307,0.36,2,4,28.60%,3.90%,90.7,93.1,98.3,99.1,18.1,28.60%,28.60%,59.80%,75.00%,83.30%,8.00%,27.90%,-,-,-,-,50.00%,43%,53.30%
1,1243200512,B. Newton,Ben Newton,Newton,Ben,IF,Fresno State,FRES,730384384,Fresno State,BBC,S,R,642,163,0,0.307,0.343,0.296,6,0,16.10%,10.90%,78.5,77,90,94.8,-0.3,14.30%,0.00%,53.30%,78.40%,87.50%,22.40%,19.50%,0.00%,0.155,100.00%,-,53.80%,0%,63.50%
1,1104835584,T. McCants,TJ McCants,McCants,TJ,OF,University of Mississippi,MISS,5322,Ole Miss,BBC,L,R,817,178,0,0.236,0.32,0.271,5,8,31.10%,10.50%,85.4,87.2,101,104.8,16.5,38.50%,17.60%,51.50%,79.50%,76.10%,31.90%,18.60%,29.50%,0.193,26.30%,0.455,48.80%,30%,63.90%
1,1142431488,B. Eblin,Bryce Eblin,Eblin,Bryce,IF,University of Alabama,ALA,730206976,Alabama,BBC,L,R,588,157,0,0.242,0.29,0.259,8,2,16.80%,7.30%,83.2,88.5,99.5,104.5,11.1,34.80%,20.20%,51.20%,75.40%,79.30%,33.70%,11.90%,24.30%,0.181,30.00%,0.225,68.10%,30%,76.70%
1,1142602496,M. Guscette,Mac Guscette,Guscette,Mac,C,University of Florida,FLA,730168320,Florida,BBC,R,R,379,105,0,0.238,0.311,0.327,4,5,8.40%,6.70%,85.6,80,99.2,100.2,12,21.20%,6.10%,52.50%,71.20%,89.20%,44.30%,10.60%,25.00%,0.326,50.00%,0,61.50%,27%,79.90%
1,1217480704,E. Sleight,Evan Sleight,Sleight,Evan,OF,Rutgers University,RUTG,730229248,Rutgers,BBC,L,R,844,213,0,0.31,0.386,0.351,10,8,20.00%,9.60%,89.4,93.7,104.2,108.5,5.6,33.30%,26.70%,46.60%,69.20%,91.70%,32.30%,9.70%,50.00%,0.325,62.50%,0.255,58.80%,49%,79.10%
1,1246348032,F. Marinelli,Frankie Marinelli,Marinelli,Frankie,OF,Manhattan College,MAN,730363648,Manhattan,BBC,L,L,696,184,0,0.261,0.34,0.307,9,0,19.70%,16.70%,75.9,81.5,85.8,85.8,1.7,21.40%,0.00%,36.10%,65.40%,79.40%,21.70%,4.90%,-,0,-,0,77.80%,7%,86.50%
1,1318574848,I. Petrutz,Ian Petrutz,Petrutz,Ian,OF,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,L,463,108,0,0.324,0.459,0.321,7,9,10.50%,13.50%,84.9,84.4,98,103.1,6.9,33.30%,6.70%,40.60%,55.00%,95.50%,22.70%,7.10%,0.00%,0.012,0.00%,0.889,60.00%,33%,82.40%
1,1108466176,A. Thurston,Alex Thurston,Thurston,Alex,IF,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,747,186,0,0.301,0.336,0.199,11,1,25.10%,7.70%,81.6,85.9,93.8,94.6,14.6,25.00%,0.00%,40.70%,58.80%,80.00%,20.80%,9.00%,0.00%,0.116,0.00%,0.124,60.00%,0%,78.00%
1,1108468480,K. Hannahs,Kaleb Hannahs,Hannahs,Kaleb,IF,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,741,200,0,0.275,0.33,0.156,15,4,15.70%,7.20%,85.5,86.3,91.7,102.5,12,22.20%,5.60%,43.90%,58.80%,86.70%,27.30%,6.30%,-,-,0.00%,0.234,72.20%,6%,85.50%
1,1205542912,K. Reinertson,Kade Reinertson,Reinertson,Kade,C,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,268,58,0,0.138,0.219,0.203,1,0,22.90%,12.90%,80.6,82.1,91.3,96.4,8.7,10.00%,0.00%,47.40%,84.00%,90.50%,15.40%,10.10%,0.00%,0.093,0.00%,0.04,66.70%,10%,78.70%
1,1283485440,K. Schmack,Kyle Schmack,Schmack,Kyle,1B,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,733,185,0,0.292,0.374,0.343,10,7,21.60%,9.90%,84.9,91.7,100.6,104.8,24.2,22.70%,18.20%,43.90%,82.40%,85.70%,12.10%,10.90%,50.00%,3.785,0.00%,0.078,71.40%,27%,75.20%
1,1297895424,A. Ryan,Alex Ryan,Ryan,Alex,OF,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,521,143,0,0.217,0.294,0.197,10,1,21.80%,8.50%,78,81.9,95.5,98,15.9,35.00%,10.00%,45.50%,65.70%,100.00%,40.50%,9.20%,-,-,50.00%,0.127,52.90%,20%,79.70%
1,1319593216,C. Husmann,Carson Husmann,Husmann,Carson,OF,Bradley University,BRAD,730253312,Bradley,BBC,R,R,690,188,0,0.277,0.384,0.303,9,13,30.50%,9.10%,91.8,93.8,102.6,107.4,15.7,18.40%,14.30%,46.80%,81.60%,78.40%,36.40%,14.80%,57.10%,0.034,30.80%,0.123,42.60%,53%,68.40%
1,1334285312,R. Maka,Ryan Maka,Maka,Ryan,LF,Valparaiso University,VALP,730369536,Valparaiso,BBC,L,L,436,108,0,0.25,0.336,0.172,2,5,22.10%,9.00%,80.2,83.6,98.8,99.9,24.8,8.30%,8.30%,49.10%,74.40%,81.30%,26.10%,13.50%,66.70%,-,50.00%,0,66.70%,17%,72.40%
1,1286070528,K. Guangorena,Kameron Guangorena,Guangorena,Kameron,C,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,L,R,480,103,0,0.282,0.348,0.282,7,2,16.90%,13.10%,83.5,84.9,103.5,106.9,6.1,35.40%,18.50%,43.80%,69.90%,86.30%,29.10%,10.20%,0.00%,0.203,66.70%,0.264,67.60%,28%,76.70%
1,1146337792,A. Gilroy,Aidan Gilroy,Gilroy,Aidan,IF,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,L,R,763,197,0,0.249,0.296,0.205,4,3,14.50%,7.90%,78,82.8,95.6,97.3,6.7,23.10%,7.70%,48.80%,82.40%,81.00%,23.20%,9.20%,20.00%,0.152,0.00%,0.924,62.50%,15%,81.20%
1,1193007872,W. Butcher,Will Butcher,Butcher,Will,1B,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,770,205,0,0.249,0.34,0.314,7,11,17.50%,9.20%,89.1,89.7,103.5,109.6,17.5,26.90%,14.00%,45.30%,79.60%,82.10%,25.70%,11.40%,41.70%,0.208,33.30%,0.901,56.50%,32%,74.80%
1,1194614528,B. Sutton,Blake Sutton,Sutton,Blake,C,High Point University,HP,730321152,High Point,BBC,L,R,708,168,0,0.25,0.349,0.272,10,5,26.60%,14.00%,84.6,87.2,101.6,107,16.4,40.90%,19.70%,40.10%,64.90%,84.70%,27.30%,9.00%,37.50%,0.234,14.30%,0.039,57.50%,36%,77.50%
1,1297342208,M. Bello,Mike Bello,Bello,Mike,LF,Auburn University,AUB,5466,Auburn,BBC,L,L,428,99,0,0.253,0.307,0.308,4,1,17.80%,11.90%,84,82.7,100.3,102.9,6.5,38.30%,17.00%,43.00%,63.60%,87.80%,26.40%,8.40%,28.60%,0.233,14.30%,0.041,64.30%,26%,80.40%
1,1322294528,K. Mock,Kyle Mock,Mock,Kyle,OF,Troy University,TROY,730378496,Troy,BBC,L,R,647,142,0,0.31,0.409,0.301,10,8,17.30%,13.70%,85.9,89.5,101.1,105.4,7,25.30%,16.50%,41.30%,70.10%,83.10%,20.70%,8.00%,0.00%,1.066,33.30%,0.122,71.40%,37%,80.50%
1,1136787712,W. Hamiter,William Hamiter,Hamiter,William,OF,University of Alabama,ALA,730206976,Alabama,BBC,L,R,533,124,0,0.266,0.328,0.301,6,4,19.90%,7.10%,87.9,85.7,102.8,108,9.6,30.10%,15.70%,47.80%,74.60%,91.70%,27.80%,10.10%,21.20%,0.118,25.00%,0.008,59.20%,39%,78.80%
1,1148468480,M. Grant,Max Grant,Grant,Max,IF,Canisius College,CAN,730218752,Canisius,BBC,L,R,744,227,0,0.396,0.482,0.303,14,10,14.60%,11.20%,87.7,95.5,102.7,106.9,8.6,29.40%,23.50%,44.20%,77.10%,81.10%,24.60%,7.90%,42.90%,0.17,50.00%,0,50.00%,41%,82.10%
1,1192812032,W. Turner,Will Turner,Turner,Will,TWP,University of South Alabama,USA,730298880,South Alabama,BBC,L,L,1000,215,1,0.279,0.359,0.297,8,5,14.00%,14.30%,82.3,86.3,101.1,104.7,-1.1,27.60%,15.80%,36.80%,60.00%,88.00%,19.90%,5.20%,18.20%,0.567,66.70%,0.062,81.70%,29%,85.90%
1,1266605824,J. Sullivan,Joseph Sullivan,Sullivan,Joseph,u,University of South Alabama,USA,730298880,South Alabama,BBC,L,L,487,110,0,0.227,0.336,0.26,5,3,19.20%,11.50%,85.5,87.3,102.9,106,7.5,18.40%,15.80%,34.90%,59.70%,93.00%,27.70%,6.80%,20.00%,0.048,-,-,63.90%,37%,80.60%
1,1162557696,A. Camarillo,Ali Camarillo,Camarillo,Ali,IF,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,466,111,0,0.27,0.311,0.249,1,1,6.80%,5.30%,74.9,59.5,95.7,95.7,16.3,25.00%,0.00%,47.90%,50.00%,100.00%,31.30%,5.60%,-,-,0.00%,-,60.00%,25%,88.30%
1,1173608704,J. Appel,Jackson Appel,Appel,Jackson,C,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,S,R,681,179,0,0.346,0.41,0.333,9,7,6.30%,11.10%,83.5,83.8,98.2,103.5,11.9,34.30%,11.40%,46.40%,71.80%,95.50%,28.60%,4.40%,-,-,0.00%,-,84.40%,21%,90.50%
1,1224288512,T. Burton,Ted Burton,Burton,Ted,IF,University of Michigan,MICH,2290,Michigan,BBC,R,R,1034,227,0,0.251,0.365,0.316,17,10,26.50%,12.90%,89.5,89.6,106.2,108.4,10.5,28.70%,18.80%,42.60%,68.90%,75.70%,25.20%,13.20%,47.10%,0.515,43.80%,0.246,52.20%,44%,69.20%
1,1237393664,B. Montgomery,Braden Montgomery,Montgomery,Braden,TWP,Stanford University,STAN,730251264,Stanford,BBC,S,R,967,245,15,0.294,0.402,0.283,16,18,26.60%,6.60%,89.6,88.2,105.6,109.8,21.5,35.50%,19.40%,49.20%,76.10%,80.60%,32.10%,16.80%,12.50%,0.085,0.00%,-,27.80%,42%,66.00%
1,1293149184,H. Schott,Hayden Schott,Schott,Hayden,LF,Columbia University,CLMB,730319104,Columbia,BBC,L,R,629,197,0,0.32,0.398,0.329,18,12,14.60%,4.70%,90.4,91,107.3,111.5,6.9,33.30%,23.80%,55.50%,73.80%,88.60%,40.40%,10.30%,0.00%,0.579,60.00%,0.047,70.10%,51%,81.40%
1,1084029952,G. Howe,Garrett Howe,Howe,Garrett,IF,Samford University,SAM,730386432,Samford,BBC,L,R,900,232,0,0.276,0.326,0.272,11,3,14.00%,8.30%,82,84.6,101.4,105.6,7.8,28.90%,12.40%,38.10%,60.60%,91.10%,20.90%,5.00%,23.50%,0.246,16.70%,0.076,68.00%,27%,86.90%
1,1107761152,B. Bortak,Blake Bortak,Bortak,Blake,P,Samford University,SAM,730386432,Samford,BBC,L,L,218,51,13,0.353,0.405,0.222,2,1,36.10%,6.60%,75.9,79.7,98.9,100.7,12.3,29.20%,4.20%,43.10%,63.90%,84.80%,30.70%,12.80%,0.00%,0,66.70%,0.043,51.60%,13%,70.20%
1,1243023616,J. Anderson,John Anderson,Anderson,John,IF,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,316,59,0,0.186,0.308,0.266,5,1,37.00%,17.80%,86,87.9,101.1,102.3,25.5,36.70%,13.30%,39.20%,64.40%,67.10%,21.10%,15.50%,50.00%,0.319,0.00%,0.026,43.20%,33%,60.50%
